loss,mse,rmse,mae,r_squared,explained_variance_score,val_loss,val_mse,val_rmse,val_mae,val_r_squared,val_explained_variance_score
1.037090539932251,0.1604006588459015,0.31931015849113464,0.31931015849113464,-1.428443193435669,-1.428443193435669,1.4428595304489136,0.5695062875747681,0.7475234270095825,0.7475234270095825,-51.088462829589844,-51.08845901489258
1.0192158222198486,0.14727208018302917,0.30439841747283936,0.30439841747283936,-1.17819082736969,-1.1781909465789795,1.3931496143341064,0.5245216488838196,0.7168437838554382,0.7168437838554382,-46.97405242919922,-46.97405242919922
1.0008634328842163,0.1336459517478943,0.2877179980278015,0.2877179980278015,-1.0761504173278809,-1.0761502981185913,1.345902681350708,0.4819982647895813,0.6865836977958679,0.6865836977958679,-43.08475875854492,-43.08476257324219
0.9838430881500244,0.12134140729904175,0.2722821533679962,0.2722821533679962,-0.8575632572174072,-0.857563316822052,1.3002668619155884,0.4410634934902191,0.6561370491981506,0.6561370491981506,-39.340763092041016,-39.340763092041016
0.9666194319725037,0.1088164821267128,0.2557237446308136,0.2557237446308136,-0.6620646715164185,-0.6620646119117737,1.2565903663635254,0.40207618474960327,0.6257627606391907,0.6257627606391907,-35.77488708496094,-35.77488327026367
0.9516087174415588,0.09848754107952118,0.24121829867362976,0.24121829867362976,-0.47549811005592346,-0.4754980802536011,1.2145519256591797,0.36470848321914673,0.5951975584030151,0.5951975584030151,-32.35714340209961,-32.357147216796875
0.9364858865737915,0.0880330428481102,0.22741074860095978,0.22741074860095978,-0.29563355445861816,-0.29563355445861816,1.1746492385864258,0.3294697701931,0.5648602843284607,0.5648602843284607,-29.134122848510742,-29.134124755859375
0.9203059077262878,0.07651662826538086,0.21085146069526672,0.21085146069526672,-0.1407250463962555,-0.1407250612974167,1.1367367506027222,0.2962159216403961,0.5346552133560181,0.5346552133560181,-26.092641830444336,-26.09264373779297
0.9072548747062683,0.06811819225549698,0.1987711638212204,0.1987711638212204,0.008045151829719543,0.008045103400945663,1.1002938747406006,0.2644146680831909,0.5040795207023621,0.5040795207023621,-23.18402099609375,-23.18402099609375
0.8962634801864624,0.061764419078826904,0.18870726227760315,0.18870726227760315,0.08241206407546997,0.08241207897663116,1.0655399560928345,0.23428981006145477,0.4732971489429474,0.4732971489429474,-20.428728103637695,-20.428728103637695
0.8838188052177429,0.05394697189331055,0.17421883344650269,0.17421883344650269,0.21823829412460327,0.21823829412460327,1.0327852964401245,0.20615971088409424,0.4426250755786896,0.4426250755786896,-17.855878829956055,-17.85588264465332
0.8720554709434509,0.04681134968996048,0.16263486444950104,0.16263486444950104,0.30702850222587585,0.30702853202819824,1.0023024082183838,0.18030498921871185,0.4124254882335663,0.4124254882335663,-15.491142272949219,-15.491143226623535
0.8604094982147217,0.03979038447141647,0.1509401947259903,0.1509401947259903,0.4012986421585083,0.4012986123561859,0.9735478162765503,0.1561700850725174,0.38208815455436707,0.38208815455436707,-13.283702850341797,-13.283703804016113
0.8510432839393616,0.03504563122987747,0.14251607656478882,0.14251607656478882,0.4685405492782593,0.4685405492782593,0.9468915462493896,0.1341354101896286,0.3521159291267395,0.3521159291267395,-11.26835823059082,-11.268359184265137
0.8431935906410217,0.031814269721508026,0.13577166199684143,0.13577166199684143,0.551744282245636,0.551744282245636,0.9221644401550293,0.11402842402458191,0.32234296202659607,0.32234296202659607,-9.429323196411133,-9.429322242736816
0.8330730199813843,0.026319727301597595,0.1248285248875618,0.1248285248875618,0.6061718463897705,0.6061719059944153,0.9000012874603271,0.0965045839548111,0.2939454913139343,0.2939454913139343,-7.8265485763549805,-7.826550006866455
0.8253076672554016,0.02319403924047947,0.11822215467691422,0.11822215467691422,0.6589001417160034,0.6589000225067139,0.8798530697822571,0.08099982887506485,0.2663080096244812,0.2663080096244812,-6.408445835113525,-6.408446311950684
0.8161375522613525,0.018673567101359367,0.10879657417535782,0.10879657417535782,0.7243277430534363,0.724327802658081,0.8621589541435242,0.06797344982624054,0.24064478278160095,0.24064478278160095,-5.217020511627197,-5.217021942138672
0.8115147352218628,0.01872822642326355,0.10813786089420319,0.10813786089420319,0.721462607383728,0.721462607383728,0.8468818068504333,0.057388026267290115,0.2175757735967636,0.2175757735967636,-4.248851299285889,-4.248852252960205
0.8048997521400452,0.016807928681373596,0.10400700569152832,0.10400700569152832,0.7439402937889099,0.7439402341842651,0.8336855173110962,0.048903122544288635,0.19714269042015076,0.19714269042015076,-3.4728012084960938,-3.472801446914673
0.800423800945282,0.017054753378033638,0.10226529091596603,0.10226529091596603,0.740107536315918,0.740107536315918,0.8226187229156494,0.04257524386048317,0.1804058998823166,0.1804058998823166,-2.8940377235412598,-2.894038200378418
0.7928705811500549,0.014242127537727356,0.09789447486400604,0.09789447486400604,0.7892983555793762,0.7892983555793762,0.8130865693092346,0.0377931073307991,0.16664530336856842,0.16664530336856842,-2.456651449203491,-2.4566521644592285
0.7893458604812622,0.015471433289349079,0.10322786122560501,0.10322786122560501,0.7792041897773743,0.779204249382019,0.8050069212913513,0.03447430580854416,0.15638728439807892,0.15638728439807892,-2.1531057357788086,-2.153106212615967
0.7844796180725098,0.01536698266863823,0.10166283696889877,0.10166283696889877,0.7682186365127563,0.7682185173034668,0.7980689406394958,0.032299917191267014,0.14928314089775085,0.14928314089775085,-1.954230785369873,-1.9542310237884521
0.7784901261329651,0.014141603372991085,0.09838462620973587,0.09838462620973587,0.7815296649932861,0.7815296649932861,0.792127251625061,0.031121226027607918,0.14528906345367432,0.14528906345367432,-1.8464245796203613,-1.84642493724823
0.773170530796051,0.013581998646259308,0.0978803038597107,0.0978803038597107,0.7859712839126587,0.7859712839126587,0.7869402170181274,0.030684662982821465,0.14378002285957336,0.14378002285957336,-1.8064954280853271,-1.806496024131775
0.7696211934089661,0.014778783544898033,0.10119993984699249,0.10119993984699249,0.783334493637085,0.7833344340324402,0.7822319269180298,0.030705897137522697,0.14385659992694855,0.14385659992694855,-1.8084375858306885,-1.8084381818771362
0.764479398727417,0.014356745406985283,0.09952877461910248,0.09952877461910248,0.7827365398406982,0.7827365398406982,0.777460515499115,0.0306294746696949,0.14359347522258759,0.14359347522258759,-1.801447868347168,-1.801447868347168
0.7609372735023499,0.01549622043967247,0.10213752090930939,0.10213752835988998,0.7650453448295593,0.7650453448295593,0.7724217176437378,0.03024306334555149,0.1422463059425354,0.1422463059425354,-1.7661056518554688,-1.766106128692627
0.7560109496116638,0.015214668586850166,0.09961875528097153,0.09961875528097153,0.7661309838294983,0.7661309838294983,0.7676801085472107,0.03013305366039276,0.14186237752437592,0.14186237752437592,-1.7560439109802246,-1.7560442686080933
0.7503069043159485,0.014139530248939991,0.09627994149923325,0.09627994149923325,0.778839111328125,0.778839111328125,0.7633810639381409,0.03044992871582508,0.142974391579628,0.142974391579628,-1.7850260734558105,-1.7850266695022583
0.7454828023910522,0.013920474797487259,0.09599106013774872,0.09599106013774872,0.7962809801101685,0.7962809205055237,0.7589284777641296,0.030577845871448517,0.14342258870601654,0.14342258870601654,-1.7967257499694824,-1.7967259883880615
0.7400169968605042,0.01302842516452074,0.0931328535079956,0.0931328535079956,0.7983715534210205,0.7983715534210205,0.7546477913856506,0.030853303149342537,0.14438048005104065,0.14438048005104065,-1.8219196796417236,-1.8219200372695923
0.7371792197227478,0.014734212309122086,0.09722419828176498,0.09722419828176498,0.7616925239562988,0.7616925239562988,0.7499575614929199,0.030677836388349533,0.14377650618553162,0.14377650618553162,-1.8058712482452393,-1.8058713674545288
